product_name,brands,ingredients_text,
"HEALTHY CHOICE Cafe Steamers General Tso Spicy Chicken, 10.3 OZ",Healthy Choice,"Cooked rice (water, white rice), cooked chicken (chicken breast, water, olive oil, contains 2% or less of: isolated soy protein product [isolated soy protein, modified potato starch, corn starch, carrageenan, soy lecithin], dextrose, potassium chloride, salt, sodium phosphates, flavoring), water, carrots, peas, red bell peppers, scallions, sugar, soy sauce (water, wheat, soybeans, salt, alcohol, vinegar, lactic acid), contains 2% or less of: rice vinegar, cooking wine (white wine, natural flavor, salt), modified corn starch, garlic, ginger, red pepper, canola oil, chili paste (red chili peppers, distilled vinegar, salt, xanthan gum). contains: soy, wheat.",
"Healthy Choice Chicken with Rice Soup, 14 Ounce Microwaveable Bowl",,"Chicken Broth, Cooked Chicken (White Meat Chicken, Water, Modified Rice Starch, Isolated Soy Protein, Salt, Sodium Phosphates), Carrots, Celery, White Rice, Less Than 2% Of: Modified Corn Starch, Rendered Chicken Fat, Chicken Fat, Flavorings, Salt, Potassium Chloride, Mixed Triglycerides, Yeast Extract, Malic Acid, Turmeric, Sugar, Beta Carotene.CONTAINS: SOY.",
"Healthy Choice Simply Steamers Frozen Dinner, Meatball Marinara, 10 Ounce",,"Parmesan marinara sauce (water, tomatoes in juice [tomatoes, tomato juice, calcium chloride, citric acid], tomato paste, brown sugar, onions, contains 2% or less of: garlic puree, parmesan cheese [part skim milk, cheese culture, salt, enzymes], corn starch, potassium chloride, sea salt, spices, xanthan gum). cooked pasta (water, pasta [whole grain wheat flour {ultragrainâ®}, durum wheat semolina, egg white], sunflower oil). cooked meatballs with glaze (meatball [pork, beef, water, bread crumb {unbleached wheat flour, sugar, salt, yeast}, onions, parmesan cheese {part skim milk, cheese culture, salt, enzymes}, tomato paste, isolated soy protein, potassium chloride, sea salt, flavoring], glaze [water, tomato paste, sugar]). spinach. contains: egg, milk, soy, wheat.",
"HEALTHY CHOICE Garden Vegetable Soup, 15 OZ",,"Water, Carrots, Prepared Kidney Beans (Kidney Beans, Water), Corn, Celery, Enriched Macaroni (Durum Wheat Semolina, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Peas, Tomatoes With Juice, Potatoes (Potatoes, Sodium Acid Pyrophosphate [To Preserve Color]), Green Beans, Less Than 2% Of: Tomato Paste, Modified Corn Starch, Lima Beans, Clear Tomato Concentrate, Sugar, Salt, Natural Flavors, Vegetable Stock (Carrot, Onion, Celery), Potassium Chloride, Garlic Powder, Onions, Autolyzed Yeast Extract, Soybean Oil, Spices, Citric Acid, Yeast Extract, Disodium Inosinate and Guanylate, Onion Powder, Calcium Chloride. CONTAINS: WHEAT. MAY CONTAIN: SOY.",
"HEALTHY CHOICE Chicken Margarita Cafe Steamers, 40 OZ",,"COOKED ENRICHED PASTA (WATER, SEMOLINA FLOUR, EGG WHITE, FERROUS SULFATE [IRON], NIACIN, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CHICKEN (CHICKEN TENDERLOIN, WATER, OLIVE OIL, CONTAINS 2% OR LESS OF: ISOLATED SOY PROTEIN PRODUCT [ISOLATED SOY PROTEIN, MODIFIED FOOD STARCH, CORN STARCH, CARRAGEENAN, SOY LECITHIN], DEXTROSE, SALT, SUNDRIED TOMATOES, POTASSIUM AND SODIUM PHOSPHATES, POTASSIUM CHLORIDE, FLAVORING, ONION, GARLIC, CARAMEL COLOR), TOMATOES, WATER, RAISIN JUICE CONCENTRATE, CONTAINS 2% OR LESS OF: OLIVE OIL, BALSAMIC VINEGAR, GARLIC, SUGAR, BASIL, MODIFIED CORN STARCH, SOYBEAN OIL, SALT WITH GARLIC OIL, CARAMEL COLOR, POTASSIUM CHLORIDE, LOCUST BEAN GUM, DATEM, DRIED CANE SYRUP, MONO - AND DIGLYCERIDES._x000D_CONTAINS: EGGS, SOY, WHEAT.",
"HEALTHY CHOICE Cafe Steamers Pumpkin Squash Ravioli, 9.5 OZ",,"Cooked Pumpkin Ravioli Pasta (Durum Wheat Semolina, Water, Pumpkin, Ricotta Cheese [Whey, Milk, Vinegar, Carrageenan], Brown Sugar, Bread Crumb [Wheat Flour, Sugar, Yeast, Salt], Spices, Sugar, Molasses, Salt, Honey), Water, Butternut Squash, Green Beans, Apples, Contains 2% Or Less Of: Garlic Puree (Garlic, Dried Cane Syrup), Chablis Wine, Salt, Nonfat Dry Milk, Soybean Oil, Corn Starch, Butter (Cream, Salt), SautÃƒÂ©ed Vegetables (Carrots, Celery, Onions), Tomato Paste, Yeast Extract, Sage, Sea Salt, Natural Flavoring. Contains: Milk, Wheat.",
"Healthy Choice Simply Steamers Frozen Dinner, Honey Balsamic Chicken, 9.9 Ounce, 9.9 OZ",,"Vegetables (russet potatoes, brussels sprouts, diced tomatoes). honey balsamic glaze (water, balsamic vinegar [wine vinegar, concentrated grape must], honey, corn starch, onions, contains 2% or less of: molasses, salt, chardonnay wine, garlic, canola oil, locust bean gum, black pepper). seasoned cooked chicken (chicken breast, water, sugar, sea salt, olive oil, isolated soy protein, soy fiber, rice starch, natural flavoring). contains: soy.",
"HEALTHY CHOICE Chicken Tortilla Soup, 15 OZ",,"Chicken Broth, Cooked Corn Noodles (Water, Enriched Wheat Flour [Wheat Flour, Malted Barley Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid], Eggs, Corn Meal, Yellow Corn Meal Flour), Prepared Black Beans (Black Beans, Water), Tomatoes With Juice, Cooked Chicken (White Meat Chicken, Water, Modified Rice Starch, Isolated Soy Protein, Salt, Sodium Phosphates), Tomato Paste, Corn, Green Bell Pepper, Green Chilies, Less Than 2% Of: Modified Corn Starch, Masa Flour, Salt, Turkey Broth, Flavor, Spices, Potassium Chloride, Rendered Chicken Fat, Autolyzed Yeast Extract, Cooked Chicken, Disodium Inosinate and Guanylate, Citric Acid, Dried Jalapeno Peppers, Paprika, Calcium Chloride, Chicken Flavor, Mushroom Powder, Turkey Fat, Turkey Meat, Dried Onions, Sugar. CONTAINS: WHEAT, EGG, SOY.",
"HEALTHY CHOICE Chicken and Dumpling Soup, 15 OZ",,"Chicken Broth, Herbed Dumplings (Water, Wheat Flour, Eggs, Durum Wheat Flour, Salt, Spices, Natural Flavor, Oleoresin Turmeric), Carrots, Cooked Chicken (White Meat Chicken, Water, Modified Rice Starch, Isolated Soy Protein, Salt, Sodium Phosphates), Celery, Corn, Peas, Less Than 2% Of: Corn Starch, Modified Corn Starch, Chicken Flavor, Rendered Chicken Fat, Salt, Maltodextrin, Flavoring, Turkey Broth, Potassium Chloride, Autolyzed Yeast Extract, Cooked Chicken, Turkey Fat, Spices, Turkey Meat, Disodium Inosinate And Guanylate, Mushroom Powder, Citric Acid, Turmeric, Beta Carotene, Sugar, Gum Acacia.CONTAINS: EGGS, SOY, WHEAT.",
"HEALTHY CHOICE Microwaveable Vegetable Soup, 14 OZ",,"Water, Tomato Puree (Water, Tomato Paste), Carrots, Prepared Kidney Beans (Kidney Beans, Water), Celery, Corn, Potatoes (Potatoes, Sodium Acid Pyrophosphate [To Preserve Color]), Tomatoes With Juice, Green Zucchini, Peas, Green Beans, Less Than 2% Of: Lima Beans, Modified Corn Starch, Vegetable Juice Concentrate Blend (Carrot, Tomato, Natural Flavor, Celeriac, Spinach, Lettuce, Red Beet, Salt), Natural Flavors, Potassium Chloride, Salt, Clear Tomato Concentrate, Onions, Sugar, Spices, Soybean Oil, Garlic Powder, Citric Acid, Disodium Inosinate And Guanylate, Yeast Extract, Calcium Chloride, Oleoresin Paprika (Color). MAY CONTAIN: SOY.",
"HEALTHY CHOICE Microwaveable Vegetable Soup, 14 OZ",,"Water, Tomatoes With Juice, Carrots, Green Beans, Prepared Kidney Beans (Kidney Beans, Water), Pearled Barley, Corn, Celery, SautÃƒÂ©ed Vegetable Purees (Carrots, Celery and Onions), Less Than 2% Of: Tomato Puree (Water, Tomato Paste), Sugar, Corn Starch, Clear Tomato Concentrate, Dried Onion, Salt, Soybean Oil, Maltodextrin, Modified Corn Starch, Garlic Powder, Natural Flavoring, Black Pepper, Calcium Chloride, Citric Acid. MAY CONTAIN: SOY, WHEAT.",
"HEALTHY CHOICE Microwave Red Bean and Rice soup, 14 OZ",,"Water, Red Beans, Tomato Puree, White Rice, Mirepoix Base (Sauteed Vegetable [Carrots, Celery, Onions], Dried Cane Syrup, Soybean Oil, Sea Salt, Corn Starch, Natural Flavorings), Less than 2% of: Dried Onion, Corn Starch, Sugar, Dried Bell Pepper, Spices Including Paprika, Dried Garlic, Salt.MAY CONTAIN: SOY",
"HEALTHY CHOICE Greek Frozen Yogurt Carmel Swirl Cup, 48 FL OZ",,"Nonfat Milk, Cultured Nonfat Milk, Sugar, Cream, Polydextrose, Maltodextrin, Maltitol, Milk Protein Concentrate, Less than 2% of: Evaporated Milk, Gelatin, Dextrose, Cellulose Gel, Citric Acid, Propylene Glycol Monoesters, Modified Corn Starch, Natural Flavor, Mono - and Diglycerides, Cellulose Gum, Carrageenan, Butter, Caramel Color, Potassium Sorbate (Preservative), Salt, Sucralose, Tricalcium Phosphate.CONTAINS: MILK",
"HEALTHY CHOICE Dark Fudge Swirl Frozen Greek Yogurt, 11.4 FL OZ",,"Nonfat Milk, Cultured Nonfat Milk, Sugar, Cream, Polydextrose, Maltodextrin, Milk Protein Concentrate, Less Than 2% Of: Water, Lactitol, Evaporated Milk, Gelatin, Dextrose, Cellulose Gel, Citric Acid, Propylene Glycol Monoesters, Modified Corn Starch, Mono - and Diglycerides, Cocoa (Processed With Alkali), Cocoa, Cellulose Gum, Carrageenan, Chocolate, Natural Flavor, Salt, Sucralose, Calcium Phosphate._x000D__x000D_Contains: Milk.",
"HEALTHY CHOICE Strawberry Pomegranate Blueberry, 54 FL OZ",,"Nonfat Milk, Pomegranate Blueberry Flavor (Sugar, Water, Blueberry Puree, Pomegranate Juice Concentrate, Natural Flavor, Phosphoric Acid, Black Carrot And Black Current Juice [For Color], Cellulose Gum, Ascorbic Acid, Green Tea Powder), Water, Sugar, Corn Syrup, Cream, Maltodextrin, Contains less than 2% of the following: Milk Protein Concentrate, Stabilizer (Maltodextrin, Whey, Locust Bean Gum, Cellulose Gum, Mono & Diglycerides, Guar Gum, Starch, Polysorbate 80, Carrageenan), Lactic Acid, Calcium Carbonate, Vitamin A Palmitate, Yogurt Cultures. CONTAINS: MILK",
"HEALTHY CHOICE Split Pea And Ham Soup, 15 OZ",,"Chicken Broth, Split Peas, Carrots, Ham Water Added (Cured With Water, Salt, Dextrose, Carrageenan, Sodium Phosphate, Sodium Erythorbate, Smoke Flavor, Sodium Nitrite), Peas, Potatoes (Potatoes, Sodium Acid Pyrophosphate), Celery, Less than 2% of: Modified Corn Starch, Corn Starch, Sugar, Bacon Fat, Salt, Flavor, Potassium Chloride, Beef Stock, Pork Stock, Ham Flavor, Chicken Flavor, Yeast Extract, Black Pepper, Disodium Inosinate And Guanylate, Natural Smoke Flavor, Citric Acid.",
"Healthy Choice Simply Steamers Frozen Dinner, Three Cheese Tortellini, 9 Ounce",,"Cooked three cheese tortellini (organic durum wheat flour, water, organic ricotta cheese [organic skim milk, organic milk fat, organic tapioca starch, organic whey protein concentrate, organic cultured nonfat dry milk, xanthan gum, carrageenan, lactic acid], bread crumbs [wheat flour, sugar, yeast, salt], organic parmesan cheese [organic cow's milk, salt, cheese cultures, enzymes], organic romano cheese [organic cow's milk, salt, cheese cultures, enzymes], organic eggs, salt, spices). marinara sauce (water, diced tomatoes in puree [diced tomatoes, tomato puree, citric acid], organic tomato paste, sugar, onions, garlic puree, corn starch, salt, basil, oregano, black pepper). vegetables (organic spinach, organic tomatoes, organic mushrooms). contains: egg, milk, wheat.",
"HEALTHY CHOICE Organic Fudge Bar, 54 FL OZ",,"Organic Whole Milk, Organic Skim Milk, Organic Tapioca Syrup (Organic Tapioca Starch, Water), Organic Cane Sugar, Organic Cocoa (processed with alkali), Organic Dried Whey, Stabilizer (Pectin, Organic Locust Bean Gum, Organic Guar Gum, Standardized with Organic Sugar), Organic Vanilla Extract. CONTAINS: MILK",
"HEALTHY CHOICE Simply Organic Unwrapped Burrito Bowl, 9 OZ",,"Cooked organic brown rice (water, organic brown rice). spicy tomatillo sauce (water, tomatillo puree [organic tomatillos], onions, serrano pepper puree, olive oil, cilantro, corn starch, organic cider vinegar, chardonnay wine, garlic, salt, sugar, canola oil). vegetables (organic corn, cooked organic black beans, cooked organic pinto beans, red bell peppers, scallions).",
"HEALTHY CHOICE Simply Organic Creamy Spinach and Tomato Linguini, 9 OZ",,"Creamy pea pesto sauce (water, pea puree [organic peas], olive oil, onions, corn starch, chardonnay wine, garlic, organic cider vinegar, sugar, salt, canola oil, black pepper). cooked organic linguini pasta (water, organic semolina wheat flour). vegetables (organic spinach, organic tomatoes). parmesan cheese (pasteurized part skim milk, cheese culture, salt, enzymes). basil. contains: milk, wheat.",
"Healthy Choice Simply Steamers Frozen Dinner, Sweet & Spicy Asian-Style Noodle Bowl, 9 Ounce",,"Cooked organic udon noodles (water, organic semolina wheat flour). spicy soy sauce (water, soy sauce [water, soybeans, wheat, salt], garlic, canola oil, chili paste [chili peppers, distilled vinegar, salt, xanthan gum], corn starch, sugar, ginger, organic cider vinegar, salt). vegetables (organic edamame, organic celery, organic carrots, red bell peppers, scallions). contains: soy, wheat.",
"HEALTHY CHOICE Stawberrry Yogurt Bars, 3 FL OZ",,"Nonfat Milk, Strawberries, Water, Sugar, Corn Syrup, Cream, Maltodextrin, Contains less than 2% of the following: Milk Protein Concentrate, Stabilizer (Maltodextrin, Whey, Locust Bean Gum, Cellulose Gum, Mono & Diglycerides, Guar Gum, Starch, Polysorbate 80, Carrageenan), Lactic Acid, Calcium Carbonate, Natural Flavors, Vitamin A Palmitate, Red Beet Concentrate (Color), Yogurt Cultures. CONTAINS: MILK",
"HEALTHY CHOICE Fudge Bar, 10 FL OZ",,"Skim Milk, Cane Sugar, Cocoa Powder, Cream, Guar Gum. CONTAINS: MILK",
"HEALTHY CHOICE Strawberry Smoothie Bar, 10 FL OZ",,"Skim Milk, Strawberry Puree, Cane Sugar, Cream, Guar Gum. CONTAINS: MILK",
"HEALTHY CHOICE Mango Peach Smoothie Bar, 10 FL OZ",,"Skim Milk, Mango Puree, Peach Puree, Cane Sugar, Cream, Peach Juice Concentrate, Guar Gum. CONTAINS: MILK",
"HEALTHY CHOICE Steamer Club Pack, 40 OZ",,"Cooked rice (water, brown rice). sesame sauce (water, soy sauce [water, wheat, soybeans, salt, alcohol, vinegar, lactic acid], sugar, rice vinegar, sake wine [contains salt], corn starch, garlic puree, sesame oil, ginger puree, locust bean gum). seasoned cooked chicken (chicken breast, water, sea salt, sugar, olive oil, isolated soy protein, natural flavoring). vegetables (edamame, carrots). scrambled eggs (whole eggs, water, citric acid). contains: egg, soy, wheat.",
"HEALTHY CHOICE Fudge Bar, 2.5 FL OZ",,"Milk, Condensed Skim Milk, Water, Polydextrose, Sorbitol*, Cocoa (Processed with Alkali), Milk Protein Concentrate, Contains less than 2% of: Stabilizer (Maltodextrin, Whey, Locust Bean Gum, Cellulose Gum, Mono - & Diglycerides, Guar Gum, Starch, Polysorbate 80, Carrageenan), Glycerine, Whey Protein Concentrate, Aspartame, Mono - and Diglycerides, Vitamin A Palmitate, Natural and Artificial Vanilla Flavor. CONTAINS: MILK",
"HEALTHY CHOICE Pomegranate Blueberry Yogurt Bars, 3 FL OZ",,"Nonfat Milk, Pomegranate Blueberry Flavor (Sugar, Water, Blueberry Puree, Pomegranate Juice Concentrate, Natural Flavor, Phosphoric Acid, Black Carrot And Black Current Juice [For Color], Cellulose Gum, Ascorbic Acid, Green Tea Powder), Water, Sugar, Corn Syrup, Cream, Maltodextrin, Contains less than 2% of the following: Milk Protein Concentrate, Stabilizer (Maltodextrin, Whey, Locust Bean Gum, Cellulose Gum, Mono & Diglycerides, Guar Gum, Starch, Polysorbate 80, Carrageenan), Lactic Acid, Calcium Carbonate, Vitamin A Palmitate, Yogurt Cultures. CONTAINS: MILK",
"HEALTHY CHOICE Chicken Alfredo Florentine, 8.5 OZ",,"Cooked pasta (water, whole grain wheat flour [ultragrainâ®], durum wheat semolina, egg white), alfredo sauce (water, parmesan cheese [part-skim milk, cheese culture, salt, enzymes], modified corn starch, contains 2% or less of: alfredo sauce flavor [parmesan, cheddar, and romano cheese made from cow's milk {milk, cultures, salt, enzymes}, water, nonfat dry milk, salt, disodium phosphate, sodium citrate], sweet cream [cream, nonfat milk, sodium caseinate], salt, basil, heavy whipping cream, modified rice starch, chicken broth powder [maltodextrin, chicken broth, salt, flavors], flavoring, wheat flour, black pepper), chicken (chicken breast, water, olive oil, contains 2% or less of: isolated soy protein product [isolated soy protein, modified potato starch, corn starch, carrageenan, soy lecithin], dextrose, salt, potassium chloride, paprika, caramel color, flavoring), spinach, diced tomatoes, canola oil. contains: egg, milk, soy, wheat.",
"HEALTHY CHOICE Beef Pot Roast Soup, 15 OZ",,"Beef Broth, Potatoes (Potatoes, Sodium Acid Pyrophosphate), Carrots, Seasoned Cooked Beef (Beef, Water, Salt, Sodium Phosphate), Water, Green Beans, Celery, Peas, Modified Corn Starch, Less Than 2% Of: Flavor, Sugar, Salt, Potassium Chloride, Yeast Extract, Caramel Color, Citric Acid, Spices, Lactic Acid, Disodium Inosinate And Guanylate.",
"HEALTHY CHOICE Tomato Basil Soup, 15 OZ",,"Water, Tomato Puree (Water, Tomato Paste,) Sugar, Modified Cornstarch, Mirepoix Base (Sauteed Vegetables [Carrots, Celery, Onions], Sugar, Soybean Oil, Salt, Maltodextrin, Modified Cornstarch, Natural Flavoring), Less than 2% of: Basil, Salt, Onion Powder, Citric Acid, Garlic Powder, Natural Flavoring.",
"HEALTHY CHOICE Vegetable Beef Soup, 15 OZ",,"Water, Seasoned Cooked Beef (Beef, Water, Salt, Sodium Phosphate), Carrots, Potatoes (Potatoes, Sodium Acid Pyrophosphate), Celery, Corn, Peas, Sauteed Onions (Onion, Soybean Oil), Lima Beans, Less Than 2% Of: Modified Corn Starch, Beef Flavor (Contains Beef Extract, Yeast Extract, Salt, Flavor, Maltodextrin, Lactic Acid, Citric Acid), Clear Tomato Concentrate, Sugar, Dried Onion, Tomato Paste, Yeast Extract, Spices, Potassium Chloride, Salt, Disodium Inosinate And Guanylate, Caramel Color, Citric Acid.",
"HEALTHY CHOICE Tomato Basil Soup In A Microwaveable Bowl, 14 OZ",,"Water, Tomato Puree, Corn Starch, Sugar, Contains less than 2% of the following: Mirepoix Base (Sauteed Vegetable [Carrots, Celery, Onions], Evaporated Cane Syrup, Soybean Oil, Sea Salt, Corn Starch, Natural Flavorings), Basil, Salt, Onion Powder, Citric Acid, Garlic Powder, Natural Flavor.",
"HEALTHY CHOICE Fudge Yogurt Bar, 15 FL OZ",,"Milk, Condensed Skim Milk, Water, Polydextrose, Sorbitol*, Cocoa (Processed with Alkali), Milk Protein Concentrate, Contains less than 2% of: Stabilizer (Maltodextrin, Whey, Locust Bean Gum, Cellulose Gum, Mono - & Diglycerides, Guar Gum, Starch, Polysorbate 80, Carrageenan), Glycerine, Whey Protein Concentrate, Aspartame, Mono - and Diglycerides, Vitamin A Palmitate, Natural and Artificial Vanilla Flavor. CONTAINS: MILK",
"Jolly time, healthy pop butter",Jolly Time,"100% whole grain non-gmo pop corn, partially hydrogenated soybean oil (adds a dietarily insignificant amount of trans fat per serving), salt, natural flavors, annatto for coloring, soy lecithin.",
"Jolly time, healthy pop, unpopped corn, kettle",Jolly Time,"100% whole grain non-gmo pop corn, salt, palm oil, corn oil, dextrin, natural and artificial flavors, sucralose, food starch-modified, soy lecithin, annatto for color, ascorbic acid to preserve freshness.",
100 calorie healthy pop butter microwave pop corn,Jolly Time,"100% whole grain non-gmo pop corn, salt, palm oil, corn oil, natural flavors, soy lecithin, annatto for color, ascorbic acid to preserve freshness.",
Healthy multi-grain rolls,"Arnold, Brownberry,  Arnold Sales Company  Llc","Whole wheat flour, water, unbleached enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], cellulose fiber, whole grains (wheat, rye, corn, oats, millet, triticale, brown rice, barley), yeast, sugar, wheat gluten, polydextrose, salt, soybean and/or canola oil, preservatives (calcium propionate, sorbic acid), grain vinegar, monoglycerides, flaxseed, citric acid, cellulose gum, xanthan gum, reb a (stevia leaf sweetener), soy lecithin.",
Healthy multi-grain flatbread,"Brownberry,  Arnold Sales Company  Llc","Whole wheat flour, water, unbleached enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], cellulose fiber, wheat gluten, yeast, whole grains (wheat, rye, corn, oats, millet, triticale, brown rice, barley), sugar, soybean and/or canola oil, polydextrose, salt, preservatives (calcium propionate, sorbic acid), monoglycerides, flaxseed, citric acid, cellulose gum, xanthan gum, reb a (stevia leaf sweetener), soy lecithin.",
"A healthy replacement for meat, original mix",Neat Foods,"Pecans, garbanzo beans, gluten-free whole grain oats, organic gluten-free whole grain cornmeal, neat egg (chia seeds, garbanzo beans), spices, onion, garlic, sea salt.",
Healthy multi-grain bread with sesame seeds,"S. Rosen's,  Alpha Baking Co. Inc.","Enriched wheat flour (wheat flour, barley malt, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water wheat bran, degermed yellow corn meal, brown sugar, wheat gluten, rolled oats, brown rice, contains 2% or less of the following: yeast, soybean oil, honey, salt, sesame seeds, black sesame seed, vinegar, dough conditioners (monoglycerides, datem, ascorbic acid, calcium peroxide, azodicarbonamide, enzymes), molasses, yeast nutrients (monocalcium phosphate, calcium sulfate, ammonium sulfate), soy lecithin, potassium sorbate (preservative).",
"Healthy tea house, japanese tea",Healthy Tea House,Burdock.,
"Lewis, Healthy Life, 100% Whole Wheat Bread",Lewis Bakeries  Inc.,"Whole wheat flour, water, corn syrup, wheat gluten, yeast, contains 2% or less of the following: cultured wheat flour, vinegar, soybean oil, salt, honey, dough conditioners (monoglycerides, ethoxylated mono - and diglycerides, sodium stearoyl lactylate, ascorbic acid), fumaric acid, yeast nutrients (ammonium sulfate, calcium sulfate), wheat starch, soy lecithin.",
Healthy whole grains bread,Perfection Bakeries  Inc.,"Whole grain wheat flour, water, enriched flour [unbleached wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], cane sugar, wheat gluten, wheat bran, yeast, non-gmo soybean oil, whole grain oatmeal, rye flour, salt, cultured wheat flour, molasses, barley flakes, raisin juice, barley malt, wheat starch, non-gmo vinegar, calcium sulfate, citric acid, ascorbic acid; topped with oat bran.",
Veggie pasta with durum whe at rotini,Eating Right For Healthy Living,"Durum wheat semolina [enriched with iron (ferrous sulfate) and b vitamins (niacin, thiamin mononitrate, riboflavin, folic acid)], nutrients from whole food concentrates (spinach, broccoli, carrot, tomato, beet, shiitake mushrooms), color (paprika oleoresin, fruit juice concentrate [watermelon, huito], turmeric oleoresin), maltodextrin, gum arabic, ascorbic acid.",
"Healthy Life, Whole Grain Bread",Lewis Bakeries  Inc.,"Water, whole wheat flour, wheat gluten, soy fiber, yeast, contains 2% or less of the following: polydextrose, salt, dough conditioners (ethoxylated mono-and diglycerides, monoglycerides, sodium stearoyl lactylate, ascorbic acid), calcium propionate (to retain freshness), fumaric acid, soybean oil, soy lecithin, wheat starch, yeast nutrients (calcium sulfate, monocalcium phosphate, ammonium sulfate), sucralose, sodium propionate, potassium sorbate and calcium acetate (to retain freshness), soy lecithin.",
Heart healthy nut mix,American Importing Co,"Peanuts (peanuts, peanut oil and/or cottonseed oil and/or soybean oil, salt), almonds (almonds, peanut oil and/or cottonseed oil and/or soybean oil and/or canola oil, salt), pistachios (pistachios, salt), filberts, pecans, walnuts.",
Pink salmon heart healthy omega - 3*,"Chicken Of The Sea,  Chicken Of The Sea Intl.","Pink salmon, salt.",
"I.m. healthy, soynut butter",I.M. Healthy,"Roasted soybeans, non-gmo, naturally pressed soybean oil, palm, oil soy lecithin, salt.",
"California healthy harvest, premium quality stewed tomatoes in tomato juice",California Healthy Harvest,"Tomatoes, tomato juice, salt, dehydrated onion, spices, granulated garlic, dehydrated bell pepper, dehydrated celery, calcium chloride and citric acid.",
Organic healthy earth seasonings,Allergo Coffee Co.,"Organic dehydrated vegetables (garlic, onion, red and green bell pepper, carrot powder), organic sesame seed (white and black), organic mushroom, organic spices (including mustard), organic orange peel, and organic chives.",
Healthy Earth Seasonings,Allergo Coffee Co.,"Organic spices, organic dehydrated garlic, organic coffee powder, and organic cocoa powder.",
Healthy Earth Seasonings,,"Organic spices (including turmeric), organic dehydrated vegetables (onion and garlic), and organic mushroom.",
"Chunky, healthy recipe, grilled chicken & sausage gumbo",Schnucks,"Water, diced tomatoes in tomato juice, rice, cooked chicken meat (chicken meat, water, modified corn starch, salt, sodium phosphate, isolated soy protein), tomato puree (water, tomato paste), cooked andouille sausage (pork, seasonings [spices, dextrose, onion powder, garlic powder], water, salt, natural hickory smoke flavor, spices, sodium nitrite), celery, green pepper, okra, contains 2% or less of corn starch, green chili peppers, dehydrated onion, dehydrated red peppers, chicken broth, sugar, maltodextrin, potassium chloride, salt, jalapeno peppers, yeast extract, chicken powder, spices, bacon fat, garlic powder, onion powder, dehydrated parsley, natural flavor, tomato powder, citric acid, disodium inosinate, disodium guanlyate, sunflower oil, pork stock, pork fat, molasses solids, extractives of paprika, smoke flavor, soy lecithin, sodium phosphate, grill flavor (from sunflower oil), acetic acid.",
"Athlete fuel whole grains, flax seeds, cashews, raisins, pumpkin seeds, almonds, athlete fuel",Evoke Healthy Foods,"Organic rolled oats, organic raisins, organic almonds, organic flaxseed, organic cashews, organic pumpkin seeds",
Healthy Smoked Honey Turkey Breast,Market Pantry,"Turkey breast, turkey broth, honey, salt, contains 2% or less of modified potato starch, vinegar, sugar, dextrose, sodium phosphate, sodium citrate, sodium erythorbate, sodium nitrite, natural flavor.",
"I.m. healthy, creamy soynut butter",I.M. Healthy,"Roasted soybeans (non-gmo), naturally pressed soybean oil, granulated cane sugar, palm oil, maltodextrin (from corn), salt.",
Mexican mix healthy replacement for meat,Neat Foods  Llc.,"Pecans, garbanzo beans, organic gluten free whole grain cornmeal, spices, garlic, onion, less than 2% of sea salt.",
Apricot Halves In Heavy Syrup,California Healthy Harvest,"Apricots, water, corn syrup and sugar.",
Healthy Multi - Grain Bread With Sesame & Poppy Seeds,National Baking Company,"Enriched wheat flour (wheat flour, barley malt, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water, cornmeal, wheat bran, brown sugar, honey, oat flakes, yeast, black sesame seeds, white sesame seeds, wheat gluten, salt, poppy seeds, vinegar, soybean oil, monoglycerides, soy lecithin.",
"Weis, healthy chunky soup, new england style clam chowder",Weis Quality,"Calm broth, potatoes, clam meat, modified corn starch, cream, contains less than 2% of: onions, titanium dioxide, bleached wheat flour, soybean oil, potassium chloride, yeast extract, natural flavor, salt, natural cream flavor (gum arabic, maltodextrin, natural flavor, modified tapioca stacrh, polyglycerol esters of fatty acids), disodium inosinate, disodium guanylate, calcium carbonate, soy protein concentrate, autolyzed yeast extract, sodium tripolyphosphate (to retain natural juices), sea salt.",
"Snapdragon, pan asian cuisine, nut clusters,teriyaki cashews, with peanuts, palm sugar, longan and authentic spices, healthy, chewy, savory nut snacks",Snapdragon,"Cashews, flavor coating (cane sugar, anchovy extract, glucose syrup, palm sugar, salt), peanuts, teriyaki powder (sugar, spices, yeast extract, salt), dried banana, dried longan, dried strawberry, dried mango, honey.",
